Entidad,RUC,original_address,formatted_address,lat,lng,confidence
MUNICIPALIDAD DISTRITAL DE QUECHUALLA,PE-RUC  20222186031,PERU AREQUIPA PLAZA PRINCIPAL VELINGA,"Arequipa, Peru",-16.4057001,-71.5400994,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE ASQUIPATA,PE-RUC  20211431971,PERU AYACUCHO PLAZA PRINCIPAL S/N,"Plaza de Armas of Ayacucho, Andahuaylas 05003, Peru",-13.1603573,-74.2258109,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE HUAROCHIRI,PE-RUC  20218634240,PERU LIMA JR. SAN MARTIN Nº 209 - HUAROCHIRI,"Jr. San Martin 209, Lima 15811, Peru",-12.1567472,-76.94945059999999,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE TORAYA,PE-RUC  20201958513,PERU APURIMAC PLAZA DE ARMAS,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS,PE-RUC  20602114091,PERU LIMA CARABAYA CDRA. 1 S/N,"Jirón Carabaya, Lima 15001, Peru",-12.0503006,-77.0328955,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE ALCA,PE-RUC  20312437776,PERU AREQUIPA PLAZA DE ARMAS SN ALCA,"V68P+52G Plaza de Armas de Alca, Alca 04830, Peru",-15.1345529,-72.7649299,GEOMETRIC_CENTER
EMPRESA MUNICIPAL DE SANTIAGO DE SURCO S.A. - EMUSSA,PE-RUC  20502733851,PERU LIMA CERRO RICO S/N,"Cerro Rico, Santiago de Surco 15803, Peru",-12.1367334,-76.9787057,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN ISIDRO DE HUIRPACANCHA - HUAYTARA,PE-RUC  20192383006,PERU HUANCAVELICA PLAZA PRINCIPAL S/N,"Huancavelica 09001, Peru",-12.7861978,-74.9764024,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE MADRIGAL,PE-RUC  20221840675,PERU AREQUIPA PLAZA PRINCIPAL,"Pl. Principal, Characato 04012, Peru",-16.469155,-71.4844938,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE AYO,PE-RUC  20221421869,PERU AREQUIPA PLAZA DE ARMAS DE AYO,"Pl. de Armas, Arequipa 04001, Peru",-16.3992342,-71.5370862,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE MALVAS,PE-RUC  20199421639,PERU ANCASH PLAZA DE ARMAS 2DO PISO,"Plaza de Armas de Chimbote, Chimbote 02803, Peru",-9.0747672,-78.5935848,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SANTIAGO DE CHILCAS,PE-RUC  20194658371,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE MASMA,PE-RUC  20206087651,PERU JUNIN CALLE LA LIBERTAD 305 PLAZA PRINCIPAL MASMA,"Masma 12165, Peru",-11.7843129,-75.42427579999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO DE ANDA,PE-RUC  20601561914,PERU HUANUCO LEONCIO PRADO S/N CDRA 4,"Leoncio Prado, Huánuco, Peru",-9.928091,-76.2446434,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE PUNO-EDUCACION ADE HUANCANE,PE-RUC  20405600847,PERU PUNO JR. BOLOGNESI HUANCANE,"Jr. Bolognesi, Distrito de Rosaspata, Peru",-15.2341358,-69.5274377,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN HILARION,PE-RUC  20154547411,PERU SAN MARTIN JR. BOLOGNESI Nº455 MZ.27 LOTE 15,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN JUAN DE RONTOY,PE-RUC  20214747384,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE ATAQUERO,PE-RUC  20224855398,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
GOBIERNO REGIONAL JUNIN UNIDAD EJECUTORA 312 EDUCACION RIO TAMBO,PE-RUC  20569049131,PERU JUNIN PRINCIPAL PUERTO PRADO,"Puerto Prado, Peru",-11.1626522,-74.23554039999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAURAMA,PE-RUC  20227794438,PERU AYACUCHO PLAZA PRINCIPAL KM 30,"Ayacucho, Peru",-13.1638737,-74.22356409999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE JOSE MARIA QUIMPER,PE-RUC  20177237826,PERU AREQUIPA PLAZA DE ARMAS,"Pl. de Armas, Arequipa 04001, Peru",-16.3992342,-71.5370862,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE AREQUIPA-PROYECTO ESPECIAL COPASA,PE-RUC  20327632192,PERU AREQUIPA CALLE PALACIO VIEJO 416,"C. Palacio Viejo 416, Arequipa 04001, Peru",-16.3996951,-71.5397188,ROOFTOP
MUNICIPALIDAD DISTRITAL DE TOTORA,PE-RUC  20166753776,PERU AMAZONAS JR.CAROLINA PORTOCARRERO S/N,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
GOBIERNO REGIONAL DE LORETO-SALUD HOSPITAL DE APOYO IQUITOS,PE-RUC  20408453560,PERU LORETO AV. CORNEJO PORTUGAL 1710 IQUITOS,"Coronel Portugal 1710, Iquitos 16006, Peru",-3.7626032,-73.25423649999999,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE CHUCA,PE-RUC  20190521410,PERU AREQUIPA PLAZA DE ARMAS PRINCIPAL KM 165,"Pl. de Armas, Paucarpata 04008, Peru",-16.4325828,-71.5041571,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE TICRAPO,PE-RUC  20191126751,PERU HUANCAVELICA Av. Fernando Belaunde Terry s/n - Plaza Andres Avelino Caceres - Barrio San Jose - Ticrapo,"JH88+XRX, Ticrapo 09730, Peru",-13.3825222,-75.43290139999999,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE MANTA,PE-RUC  20154441931,PERU HUANCAVELICA PLAZA PRINCIPAL DE MANTA S/N,"Huancavelica, Peru",-12.9280456,-75.1545381,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CACATACHI,PE-RUC  20148169501,PERU SAN MARTIN JR.SAN MARTIN S/N,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LAMPA,PE-RUC  20287411899,PERU AYACUCHO AV. CENTRAL LAMPA N§2 2DO PISO,"Lampa 05645, Peru",-15.1844999,-73.348027,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE AMASHCA,PE-RUC  20200028083,PERU ANCASH CALLE NUEVA S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE IZCUCHACA,PE-RUC  20199190050,PERU HUANCAVELICA PARQUE TUPAC AMARU Nº130,"Tupac Amaru, Huancavelica 09001, Peru",-12.7810684,-74.9826613,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE TRITA,PE-RUC  20187388130,PERU AMAZONAS JR.SAN MARTIN,"Jr. San Martin, 01150, Peru",-5.8243647,-77.9691851,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE HUALLAGA,PE-RUC  20488900758,PERU SAN MARTIN CALLE YUPANQUI S/N,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUAYNACOTAS - LA UNION,PE-RUC  20205322036,PERU AREQUIPA AREQUIPA NO 201,"C. Perú 201, Arequipa 04001, Peru",-16.4008313,-71.5335367,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE COLCABAMBA - AYMARAES,PE-RUC  20214752388,PERU APURIMAC PLAZA DE ARMAS NO 8,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE NANCHOC,PE-RUC  20176288958,PERU CAJAMARCA AV.MIGUEL GRAU S/N 2PISO.,"Miguel Grau, Cajamarca 06002, Peru",-7.1560518,-78.5111916,GEOMETRIC_CENTER
INSTITUTO DE VIALIDAD  MUNICIPAL DE LA PROVINCIA DE HUANCABAMBA,PE-RUC  20525480551,"PERU PIURA CENTENARIO S/N OFICINA 12, REFERENCIA OFICINA 12 DEL TERMINAL TERRESTRE","Av. Guardia Civil S/N, Piura 20002, Peru",-5.1926421,-80.61188899999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CAHUAC,PE-RUC  20221866712,PERU HUANUCO CALLE CENTRAL,"Huánuco, Peru",-9.9207648,-76.2410843,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE QUIVILLA,PE-RUC  20145883530,PERU HUANUCO CALLE CENTRAL 2DO PISO,"Huánuco, Peru",-9.9207648,-76.2410843,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE UTCO,PE-RUC  20210187759,PERU CAJAMARCA PLAZA DE ARMAS S/N,"Plaza de Armas of Cajamarca, Jr del Batán, Cajamarca 06001, Peru",-7.157005,-78.51755299999999,GEOMETRIC_CENTER
ESTACION EXPERIMENTAL AGRARIA ANDENES-CUSCO,PE-RUC  20491174693,"PERU CUSCO AV. MICAELA BASTIDAS NRO 310-214, WANCHAQ","Av. Micaela Bastidas 310, Cusco 08002, Peru",-13.5233588,-71.96353669999999,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE ATIQUIPA,PE-RUC  20212024954,PERU AREQUIPA CALLE PRINCIPAL S/N,"Calle Principal, Paucarpata 04008, Peru",-16.4305852,-71.4985743,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE VIRACO,PE-RUC  20199641086,PERU AREQUIPA PLAZA DE ARMAS NO 102,"Pl. de Armas 102, Arequipa 04001, Peru",-16.3986634,-71.5361635,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE CAJAMARCA - UNIDAD DE GESTION EDUCATIVA LOCAL CAJABAMBA,PE-RUC  20491662060,PERU CAJAMARCA JR. CARLOS HEROS NRO. 515 CAJAMARCA - CAJABAMBA - CAJABAMBA,"Carlos Heros 515, Cajabamba 06351, Peru",-7.6221028,-78.045659,ROOFTOP
MUNICIPALIDAD DISTRITAL DE MACA,PE-RUC  20227619946,PERU AREQUIPA PLAZA DE ARMAS S/N,"Pl. de Armas, Arequipa 04001, Peru",-16.3992342,-71.5370862,GEOMETRIC_CENTER
ESTACION EXPERIMENTAL AGRARIA SANTA ANA-JUNIN,PE-RUC  20568503253,PERU JUNIN FUNDO SANTA ANA SN EL TAMBO HUANCAYO,"El Tambo District, Peru",-12.0579479,-75.2158171,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PACHACUTEC,PE-RUC  20194063939,PERU ICA MANCO CAPAC NO 2 INTERIOR C,"Ica, Peru",-14.07546,-75.7341811,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE INGUILPATA,PE-RUC  20165778473,PERU AMAZONAS PLAZA DE ARMAS,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
GOBIERNO REGIONAL DE CAJAMARCA-UNIDAD DE GESTION EDUCATIVA LOCAL SANTA CRUZ,PE-RUC  20480833075,PERU CAJAMARCA AV. LOS MAESTROS 115,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
MANCOMUNIDAD MUNICIPAL CUENCA DEL MOSNA,PE-RUC  20608738194,PERU ANCASH CALLE PROGRESO NRO. 332,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LLIPATA,PE-RUC  20198676846,PERU ICA AVENIDA AGUSTIN BOCANEGRA Nº 18,"Ica, Peru",-14.07546,-75.7341811,APPROXIMATE
EMPRESA MUNICIPAL DE FESTEJOS DEL CUSCO SOCIEDAD ANONIMA,PE-RUC  20181508168,PERU CUSCO CAL. SANTA CATALINA ANCHA NRO. 333 CUSCO,"Sta. Catalina Ancha 333, Cusco 08002, Peru",-13.5172125,-71.9769759,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CARHUANCA,PE-RUC  20183991133,PERU AYACUCHO PLAZA PRINCIPAL KM 45,"Ayacucho, Peru",-13.1638737,-74.22356409999999,APPROXIMATE
ESTACION EXPERIMENTAL AGRARIA ILLPA - PUNO,PE-RUC  20448637663,PERU PUNO NRO. S/N RINCONADA SALCEDO PUNO - PUNO - PUNO,"S, Puno 21002, Peru",-15.8846523,-70.0031408,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SANTIAGO DE PAUCARAY,PE-RUC  20207107213,PERU AYACUCHO PLAZA DE ARMAS,"Plaza de Armas, Ayacucho 05003, Peru",-13.1602899,-74.2258196,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE POCSI,PE-RUC  20207852849,PERU AREQUIPA PLAZA PRINCIPAL,"Pl. Principal, Characato 04012, Peru",-16.469155,-71.4844938,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE HONGOS,PE-RUC  20183958781,PERU LIMA AV.PROGRESO-PLAZA DE ARMAS 2D0.PISO,"D20, Callao 07041, Peru",-12.0266782,-77.095252,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SUSAPAYA,PE-RUC  20279603835,PERU TACNA CALLE 7 DE JUNIO Nº 1565 LEONCIO PRADO  - TACNA,"Ca. 7 de Junio 1565, Tacna 23001, Peru",-17.9981838,-70.25240029999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE HUANDOVAL,PE-RUC  20229173074,PERU ANCASH PLAZA DE ARMAS 3ER PISO,"Plaza de Armas de Chimbote, Chimbote 02803, Peru",-9.0747672,-78.5935848,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN ANTONIO - GRAU,PE-RUC  20203839848,PERU APURIMAC CALLE BOLOGNESI,"Calle Bolognesi, Tambobamba 03241, Peru",-13.9444737,-72.1749299,GEOMETRIC_CENTER
PROGRAMA PARA EL MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DEL CENTRO DE EMPLEO FORTALECE PERU,PE-RUC  20601761069,PERU LIMA GENERAL FELIPE SANTIAGO SALAVERRY  NRO 655  PISO 10,"PISO 10, Jr. Salaverry 655, Lima 15094, Peru",-12.0368276,-77.0400425,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE SAN BARTOLOME,PE-RUC  20197061333,PERU LIMA AVENIDA ALFONSO UGARTE S/N,"Av. Alfonso Ugarte, Lima, Peru",-12.0486137,-77.0424936,GEOMETRIC_CENTER
INSTITUTO VIAL MUNICIPAL PROVINCIAL DE LAMBAYEQUE,PE-RUC  20480558341,PERU LAMBAYEQUE CAL. HUAMACHUCO NRO. 190 LAMBAYEQUE - LAMBAYEQUE - LAMBAYEQUE,"832W+HHQ, Huamachuco 190, Lambayeque 14013, Peru",-6.6985602,-79.9035645,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CARHUAPAMPA,PE-RUC  20323010961,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SANTIAGO DE ANCHUCAYA,PE-RUC  20218617311,PERU LIMA PLAZA DE ARMAS S/N,"Lima Main Square, Jr. Junín cdra. 1, Lima 15001, Peru",-12.0459618,-77.0305324,ROOFTOP
MUNICIPALIDAD DISTRITAL DE MICAELA BASTIDAS,PE-RUC  20201967776,PERU APURIMAC PLAZA DE ARMAS No 2,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
GOBIERNO REGIONAL DE LORETO - UNIDAD EJECUTORA 305 EDUCACION NAUTA,PE-RUC  20493304055,PERU LORETO CALLE MANUEL PACAYA S/N,"C. Manuel Pacaya, Nauta 16300, Peru",-4.5050176,-73.5770072,GEOMETRIC_CENTER
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE CARHUAZ,PE-RUC  20408080607,PERU ANCASH JR COMERCIO SN,"Jr. Comercio, Chiquian 02413, Peru",-10.1514472,-77.1570575,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE LORETO - UGEL - REQUENA,PE-RUC  20493305370,PERU LORETO GRAU / INDEPENDENCIA,"Iquitos, Peru",-3.7437644,-73.2515532,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LARIA,PE-RUC  20191693249,PERU HUANCAVELICA PLAZA PRINCIPAL S/N 2DO PISO,"Huancavelica 09001, Peru",-12.7861978,-74.9764024,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SORAYA,PE-RUC  20148183083,PERU APURIMAC PLAZA DE ARMAS 2DO PISO,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LANGA,PE-RUC  20262415024,PERU LIMA JR. MATUCANA S/N,"Jr. Matucana, Villa María del Triunfo 15817, Peru",-12.170968,-76.9186353,GEOMETRIC_CENTER
INSTITUTO DE VIALIDAD MUNICIPAL DE LA PROVINCIA DE MARISCAL NIETO,PE-RUC  20532702802,PERU MOQUEGUA AV SIMON BOLIVAR SN,"Av Simon Bolivar, Moquegua 18001, Peru",-17.1879655,-70.9310569,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE PUNO - SALUD LAMPA,PE-RUC  20200716648,PERU PUNO ANTONIO BARRIONUEVO 323,"Antonio Barrionuevo, Lampa 21801, Peru",-15.3646051,-70.3670917,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE CORPANQUI,PE-RUC  20229916719,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
GOBIERNO REGIONAL DE LORETO - UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE ALTO AMAZONAS,PE-RUC  20408727449,PERU LORETO TACNA,"Iquitos, Peru",-3.7437644,-73.2515532,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUANTAN,PE-RUC  20202313435,PERU LIMA PLAZA DE ARMAS S/N,"Lima Main Square, Jr. Junín cdra. 1, Lima 15001, Peru",-12.0459618,-77.0305324,ROOFTOP
MUNICIPALIDAD DISTRITAL DE ABELARDO PARDO LAZAMETA,PE-RUC  20219601957,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE MOSOCLLACTA,PE-RUC  20167772855,PERU CUSCO PLAZA DE ARMAS - MOSOCLLACTA,"Pl. de Armas, Cusco 08006, Peru",-13.5449653,-71.8837695,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PARARCA,PE-RUC  20287583321,PERU AYACUCHO JR. ARGENTINA S/N,"Ayacucho, Peru",-13.1638737,-74.22356409999999,APPROXIMATE
SERVICIO MUNICIPAL DE ADMINISTRACION DEL MATADERO METROPOLITANO DE RIO SECO,PE-RUC  20600424344,PERU AREQUIPA CARRETERA VIA DE EVITAMIENTO SN RIO SECO CERRO COLORADO AREQUIPA,"Via de Evitamiento, Cerro Colorado, Peru",-16.3730136,-71.5756866,GEOMETRIC_CENTER
INSTITUTO METROPOLITANO DE PLANIFICACION,PE-RUC  20137592437,PERU LIMA AV GENERAL MÁXIMO ABRIL NRO 513,"Av. Máximo Abril 513, Jesús María 15072, Peru",-12.0703803,-77.03913039999999,ROOFTOP
SERVICIO DE ADMINISTRACION TRIBUTARIA DE TARAPOTO - SATT,PE-RUC  20450245713,PERU SAN MARTIN Jr. Gregorio Delgado Nº 260 - Tarapoto,"Jr. Gregorio Delgado 260, Tarapoto 22202, Peru",-6.4895041,-76.36040469999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE TOMEPAMPA,PE-RUC  20312193451,PERU AREQUIPA PLAZA DE ARMAS NO 109,"Pl. de Armas 109, Arequipa 04001, Peru",-16.3983738,-71.5373524,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE ARMA,PE-RUC  20207341241,PERU HUANCAVELICA PLAZA DE ARMAS S/N,"Huancavelica 09001, Peru",-12.7861978,-74.9764024,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CANIS,PE-RUC  20214896118,PERU ANCASH PLAZA DE ARMAS NO 4,"Plaza de Armas de Chimbote, Chimbote 02803, Peru",-9.0747672,-78.5935848,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LINCHA,PE-RUC  20202716475,PERU LIMA AV. LIMA Nº3 LOTE-4 KM.11.5,"Av. 13 de Enero, San Juan de Lurigancho, Peru",-12.0030349,-77.002896,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SIBAYO,PE-RUC  20190584331,PERU AREQUIPA PLAZA DE ARMAS NO 101,"Pl. de Armas 101, Arequipa 04001, Peru",-16.398196,-71.5372862,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE VEINTISIETE DE NOVIEMBRE,PE-RUC  20205780506,PERU LIMA PLAZA DE ARMAS S/N,"Lima Main Square, Jr. Junín cdra. 1, Lima 15001, Peru",-12.0459618,-77.0305324,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PILAS,PE-RUC  20195570061,PERU LIMA AV. GRAU PLAZA DE ARMAS S/N,"Av. Miguel Grau, Lima, Peru",-12.0578231,-77.0212363,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CALLAHUANCA,PE-RUC  20163730104,PERU LIMA PLAZA PRINCIPAL DE CALLAHUANCA,"Lima, Peru",-12.0466888,-77.04308859999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUANCAYA,PE-RUC  20177685659,PERU LIMA JR. CIRO NAPANGA AGUERO S/N 2DO PISO,"Aviación 257, Lima 15087, Peru",-12.0806148,-77.10339210000001,ROOFTOP
MUNICIPALIDAD DISTRITAL DE ANAPIA,PE-RUC  20208122739,PERU PUNO PLAZA DE ARMAS S/N,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
MUNICIPALIDAD DISTRITAL DE TIBILLO,PE-RUC  20222390665,PERU ICA PLAZA DE ARMAS S/N,"W7F8+R88, Ica 11001, Peru",-14.07546,-75.7341811,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE UCUNCHA,PE-RUC  20215275133,PERU LA LIBERTAD DOS DE MAYO S/N,"Dos de Mayo Province, Peru",-9.5900174,-76.5025742,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE QUEROPALCA,PE-RUC  20223516565,PERU HUANUCO QUEROPALCA,"Queropalca, 10650, Peru",-10.1830882,-76.860565,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CARANIA,PE-RUC  20322817534,PERU LIMA PLAZA DE ARMAS S/N 2DO PISO,"Lima Main Square, Jr. Junín cdra. 1, Lima 15001, Peru",-12.0459618,-77.0305324,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SEXI,PE-RUC  20222936561,PERU CAJAMARCA CALLE SAN MARTIN,"San Martín, Cajamarca 06002, Peru",-7.1585089,-78.5186777,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE LLAUTA,PE-RUC  20211432196,PERU AYACUCHO PLAZA DE ARMAS No 3 2DO PISO.kM 54,"Ayacucho, Peru",-13.1638737,-74.22356409999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE JORGE CHAVEZ,PE-RUC  20204885223,PERU CAJAMARCA JR. EL COMERCIO S/N,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN LORENZO DE QUINTI,PE-RUC  20253020955,PERU LIMA CALLE JOSE OLAYA,"Olaya, Villa María del Triunfo 15811, Peru",-12.1577337,-76.9553158,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CORDOVA,PE-RUC  20208070674,PERU HUANCAVELICA AV.HUANCAVELICA INT.2 MZ.6 LOTE10,"Huancavelica, Peru",-12.9280456,-75.1545381,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN JOSE DE CHORRILLOS - CUENCA - HUAROCHIRI,PE-RUC  20256079535,PERU LIMA PLAZA DE ARMAS RICARDO BENTIN S/N - SAN JOSE DE LOS CHORRILLOS,"Chorrillos 15585, Peru",-12.1325346,-76.4349776,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LA MERCED - CHURCAMPA,PE-RUC  20228547639,PERU HUANCAVELICA PLAZA PRINCIPAL S/N,"Huancavelica 09001, Peru",-12.7861978,-74.9764024,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUAMBO - CAYLLOMA,PE-RUC  20197944154,PERU AREQUIPA PLAZA DE ARMAS NO 107,"Pl. de Armas 107, Arequipa 04001, Peru",-16.3983304,-71.5373362,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE VILCABAMBA - GRAU,PE-RUC  20203838019,PERU APURIMAC PLAZA DE ARMAS 2DO PISO,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CACRA,PE-RUC  20172255885,PERU LIMA PLAZADE ARMAS Nº105 INT.1,"Lima Main Square, Jr. Junín cdra. 1, Lima 15001, Peru",-12.0459618,-77.0305324,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SANTA ROSA - PALLASCA,PE-RUC  20198118835,PERU ANCASH AV SANTA ROSA MZ C1 LT 5 PLAZA DE ARMAS,"Plaza de Armas, calle: atahualpa Mz. H / Lt. 19, Santa 02816, Peru",-8.991837499999999,-78.6165176,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE HUAÑEC,PE-RUC  20209869480,PERU LIMA PLAZA DE ARMAS S/N,"Lima Main Square, Jr. Junín cdra. 1, Lima 15001, Peru",-12.0459618,-77.0305324,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CHAMBARA,PE-RUC  20191894490,PERU JUNIN JR. BOLOGNESI 2DO PISO,"Jr. Bolognesi, Junín 12731, Peru",-11.1655036,-75.9967517,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CORCULLA,PE-RUC  20407213123,PERU AYACUCHO CORCULLA,"Corculla 05670, Peru",-15.2630974,-73.1993962,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CHIRIMOTO,PE-RUC  20207202127,PERU AMAZONAS CALLE S/N,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE RIVACAYCO,PE-RUC  20365038407,PERU AYACUCHO PLAZA DE ARMAS NO 3 2DO PISO,"Plaza de Armas of Ayacucho, Andahuaylas 05003, Peru",-13.1603573,-74.2258109,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE POMACOCHA - ANDAHUAYLAS,PE-RUC  20288775444,PERU APURIMAC MANUEL ROMERO BLANCO,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE POSIC,PE-RUC  20193090967,PERU SAN MARTIN AV. RIOJA S/N,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LARAMARCA,PE-RUC  20287815710,PERU HUANCAVELICA AV.COMERCIO S/N,"Huancavelica, Peru",-12.9280456,-75.1545381,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LAHUAYTAMBO,PE-RUC  20252819933,PERU LIMA PLAZA FRANCISCO INKA S/N,"Pl. Bolognesi, Lima 15082, Peru",-12.0606794,-77.041304,GEOMETRIC_CENTER
